application_id,tin,as_of_date,application_channel,application_period_start,application_period_end,segment
WHTEX-2025-04-436650,9634413450,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-03-607580,1437123608,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-830779,9376160396,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-08-536915,2186399960,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-02-939430,6498887923,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-756698,7933558448,2025-08-01,BACKOFFICE,2025-07-01,2026-06-30,SMALL
WHTEX-2025-08-847061,9725127253,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-01-872409,5631664079,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-12-777013,3632209343,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-06-889759,6140506258,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-08-480377,7809844846,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-01-280393,3279768406,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-09-616579,1266465602,2025-09-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-06-312104,5677782937,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-08-278063,8746471614,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-03-977481,5253161598,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-01-384464,2326833581,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-05-148450,2573266476,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-04-578482,7200073071,2025-04-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2024-08-324114,8150113274,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-08-835791,5172631794,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-09-153079,6396340973,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-920669,1289344555,2025-06-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-06-174544,1620450565,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-03-776443,2880636467,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-03-317254,4783435943,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-228461,9884676988,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2025-07-999851,7616164847,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-09-586151,5889782586,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-602223,5970994752,2024-01-01,BACKOFFICE,2023-07-01,2024-06-30,SMALL
WHTEX-2025-12-158530,5048733699,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2024-07-753171,5253161598,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-03-474929,8421977714,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-12-118903,3464635279,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-251854,7808922670,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-08-676637,6774943648,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-09-707487,6875085020,2024-09-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-802685,1646399264,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-04-536666,5881279620,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-12-991678,1834804696,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-03-429930,9126902380,2024-03-01,BACKOFFICE,2023-07-01,2024-06-30,LARGE
WHTEX-2025-04-593191,7513707611,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-491825,4109832926,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-08-421380,2579160219,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-08-259368,5405518058,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-10-659899,7680993893,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-05-476628,2459619414,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-05-994101,2813814778,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-10-728522,3950578349,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-12-845318,2914072360,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-07-979914,1443287079,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-01-190739,8938699384,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-01-534051,3392829653,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-01-228455,8117786177,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-08-118455,1406032711,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-07-620254,1225361827,2024-07-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-04-695758,7207856635,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-09-420044,6045395275,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-05-835928,2781826717,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-01-190449,2645278933,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-12-859189,6833653567,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-02-830542,2645278933,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-03-117387,4767275129,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-09-356833,8875899073,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-03-970705,3433068734,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-01-312985,1039272593,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2024-06-908882,6528536654,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-05-949323,1462772391,2024-05-01,BACKOFFICE,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-05-252690,2812134871,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-05-394154,3942085166,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-09-399663,4990727789,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-02-485051,7799855882,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-06-690236,2287066611,2025-06-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-11-949664,4411474255,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-12-286967,3799574515,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-01-148057,8689535118,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-10-918913,3031976746,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-03-530763,6580283884,2024-03-01,BACKOFFICE,2023-07-01,2024-06-30,SMALL
WHTEX-2024-11-809815,4387235261,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-08-860040,9472302111,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-03-417509,1899566701,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-11-422541,4365296562,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-08-924602,2260498642,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-539238,4297019397,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-07-309533,5253003850,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-285357,6352862531,2025-10-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-07-976540,1856791782,2024-07-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2024-10-115623,1066260427,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-06-723529,7259968273,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-494838,7968892745,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-10-268830,4487305411,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-07-762922,4564587261,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-702956,7131965254,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-12-728933,6881858431,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-09-261259,8525042061,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-10-660004,3277312749,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-405013,4096334514,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-03-750834,4101767978,2024-03-01,BACKOFFICE,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-11-499466,4960798295,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-10-470896,3951314951,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-08-519538,8044617045,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2025-05-278040,2170224955,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-03-575711,3864937488,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-11-862881,5140337364,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-04-660045,3376303320,2025-04-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2024-05-342897,2576625110,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-01-346948,4196483982,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-07-794782,7283301770,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-12-344309,6109805051,2025-12-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-04-710029,6774051933,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-10-990666,4882763756,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-04-711642,4097269702,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-09-973113,9009091063,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-08-626803,4615288979,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-02-758525,8659332884,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-03-235074,6994470693,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-09-386918,7389142275,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-439740,3830056225,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-03-902071,2799173822,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-217718,1295809032,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-05-934319,3032005929,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-01-145311,1846647667,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-10-615518,1454677267,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-04-150791,1569956308,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-06-255819,9129950847,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-10-616418,3052714671,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-11-444333,6568433003,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-985983,8022713445,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-334760,9865420270,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-336116,5301519226,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-10-767617,6545491300,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-05-223809,2304842798,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2024-08-562368,8570833355,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-11-579999,3712083692,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-08-481492,8045543395,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-03-729834,7572391860,2024-03-01,BACKOFFICE,2023-07-01,2024-06-30,LARGE
WHTEX-2024-08-183130,9728143369,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-04-293791,3608507024,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-10-359354,8979021222,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-01-133371,2877807993,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-10-721742,7797971555,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-05-422768,8519771782,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-532182,1646759492,2025-08-01,BACKOFFICE,2025-07-01,2026-06-30,SMALL
WHTEX-2024-01-208687,2605975856,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-07-325449,2759462446,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-01-339228,2382200802,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-459858,2258088314,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-11-173541,8570833355,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-10-275852,2574800537,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-03-453168,2573266476,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-08-732150,6320294344,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-10-504459,9218383753,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-07-390689,1850998155,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-417942,8890397175,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-02-185106,3832457027,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-10-880420,4192527890,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-05-324150,3692126297,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-07-385706,5448337991,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-11-927055,8680627659,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-07-870411,3381378448,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-03-127924,3960492854,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-831490,1899566701,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-07-728371,3972860971,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-790367,7579268858,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-08-915132,6069846175,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-03-333202,1241701992,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-05-857743,5923146053,2025-05-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-768796,4791521149,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-03-121042,3057810423,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-01-196212,7226623551,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-03-264842,6748578216,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-10-454875,2590002831,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-11-798634,5446572432,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-04-661185,9381126121,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-03-516403,1867518659,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-05-757996,2587207420,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-12-558846,6370537153,2024-12-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2024-12-260031,5448830801,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-382476,1569956308,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2024-05-520841,1229514075,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-03-505887,7253183159,2025-03-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-674156,8745673612,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-06-930766,3069532160,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-12-213908,9414620351,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-04-290876,3630803890,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-504460,3776136602,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-11-854915,1726617520,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-05-819122,4428463132,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-01-374913,8439503361,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-05-532433,9747949084,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-06-407756,9175111079,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-08-619025,7657930239,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2025-02-399001,5226002301,2025-02-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-01-842970,1353874447,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-01-838406,6229550257,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-04-612745,3341661898,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-245717,5448337991,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-12-480588,6994895982,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-10-885634,1110724172,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-02-150004,6380014065,2025-02-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-03-633122,9578833970,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-11-975026,8372798913,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-03-115056,2457474132,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-08-411864,4141038029,2025-08-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-01-271906,5059811447,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-05-553153,5540736133,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-06-676932,8364046173,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-11-270192,1965583517,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-06-642554,7372821121,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-03-504856,1215733199,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-05-512911,1438501840,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-09-403931,3592539718,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-08-197636,5675946382,2025-08-01,BACKOFFICE,2025-07-01,2026-06-30,SMALL
WHTEX-2025-09-827071,4673410014,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-07-454556,8599677527,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-04-846280,7826675768,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-12-456211,1646399264,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-12-177726,5696984384,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-08-739127,8088308526,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-12-733461,7746567570,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-10-852385,3928084574,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-01-189425,9362463690,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-12-174150,9376160396,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-591566,8519617336,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-09-499159,6103984289,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-04-443337,2690726933,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-05-403750,8735777126,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-974016,1406032711,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-06-419608,4168456068,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-02-883175,1489437767,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-11-867539,7654883216,2024-11-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-06-981485,1985385931,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-05-714400,5305644334,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-09-201259,2377903382,2024-09-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2024-09-993844,5332378575,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-03-151238,8378966096,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-05-110737,4523561575,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-01-756386,1014946369,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-12-806363,8669308033,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-12-787622,7073314771,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-03-676201,3365841989,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-02-544117,9326081065,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-09-521214,3092970361,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
